supplier_id,supplier_name,parent_company
1371,"Tsuzuki Co.,Ltd.",
1372,Tupy S.A.,
1373,UACJ Corporation,UACJ
1374,UACJ Extrusion (Tianjin) Corporation,UACJ
1375,UCAL Products Pvt. Ltd.,
1376,UD Trucks,UD Trucks
1377,UD trucks,UD Trucks
1378,UFI Filters S.p.A.,
1379,UNIPRES Corporation,Unipres
1380,"Umicore Autocat (Suzhou) Co., Ltd.",Umicore
1381,Umicore N.V.,Umicore
1382,Unipres (UK) Ltd.,Unipres
1383,Unipres Mexicana S.A. de C.V.,Unipres
1384,"United Automotive Electronic Systems Co., Ltd.",
1385,Univance Corporation,
1386,"Usui Co., Ltd.",Usui
1387,Usui International Corporation (Thailand) Ltd.,Usui
1388,Utsuno Corporation,
1389,Uz-DongWon Co.,
1390,Valeo Automotiv Sistemleri Endustrisi A.S.,Valeo
1391,Valeo Electric and Electronic Systems Sp.z o.o.,Valeo
1392,Valeo Electrical Systems Korea,Valeo
1393,Valeo Group,Valeo
1394,Valeo Group (China),Valeo
1395,"Valeo India private Limited - Chennai (Formerly (Valeo Engineering Center(India), Lighting Systems, Wiper Systems, Pvt. Ltd)",Valeo
1396,"Valeo Japan Co., Ltd.",Valeo
1397,Valeo Kapec Japan K.K.,Valeo
1398,Valeo Kapec S.A. de C.V. (Valeo Mexico San Luis Potosi 4),Valeo
1399,Valeo North America,Valeo
1400,Valeo Powertrain Electrification Systems (Formerly Valeo Minda Engine Cooling India Pvt. Ltd.),Valeo
1401,"Valeo Pyeong Hwa Co., Ltd.",Valeo
1402,Valeo Sistemas Electricos S.A. de C.V (Valeo Mexico San Luis Potosi 3),Valeo
1403,Valeo eAutomotive Germany GmbH (Formerly Valeo Siemens eAutomotive Germany GmbH),Valeo
1404,VeeGee Industrial Enterprises Pvt. Ltd.,
1405,"Veoneer (China) Co., Ltd. (Formerly Autoliv (China) Electronics Co., Ltd.)",
1406,"Vibracoustic (Wuxi) Vibration Isolators Co., Ltd. (Formerly Wuxi Trelleborg Vibration Isolator Co., Ltd.)",Vibracoustic
1407,Vibracoustic CV Air Springs GmbH,Vibracoustic
1408,Vibracoustic CV Air Springs Magyarorszag Kft.,Vibracoustic
1409,Vibracoustic India Pvt. Ltd. (Formerly Trelleborg Vibracoustic India Pvt. Ltd.),Vibracoustic
1410,Vibracoustic SE,Vibracoustic
1411,Vibracoustic de Mexico S.A. de C.V. - Lerma,Vibracoustic
1412,Visteon Corporation,Visteon
1413,"Visteon Japan, Ltd.",Visteon
1414,"Visu Autotech (Ningbo) Co., Ltd.",
1415,"Vitesco Automotive (Changchun) Co., Ltd. (Formerly CPT Automotive Changchun Co., Ltd.)",Vitesco
1416,"Vitesco Automotive (Wuhu) Co.,Ltd.(Formerly Continental Automotive Wuhu Co., Ltd.)",Vitesco
1417,"Vitesco Technologies (Thailand) Co., Ltd. (Formerly Continental Automotive (Thailand) Co., Ltd. - Amata City Plant)",Vitesco
1418,Vitesco Technologies Romania S.R.L. - Ghimbav,Vitesco
1419,Voith GmbH & Co. KGaA,
1420,Volkswagen,Volkswagen
1421,Volkswagen Argentina S.A. - Planta Cordoba,Volkswagen
1422,"Volkswagen FAW Platform Co., Ltd. Chengdu Branch",Volkswagen
1423,"Volkswagen Transmission (Shanghai) Co., Ltd.",Volkswagen
1424,Vollmann (Sachsen) GmbH & Co. KG - Welzow,
1425,"Volvo Group Trucks Operations, Powertrain, K?ping Plant",Volvo
1426,WABCO Group International Inc.,
1427,Walor North America Inc. (Formerly Hirschvogel Inc.),
1428,"Wanxiang Precision Industry Jiangsu Co., Ltd.",
1429,Weber GmbH & Co. KG,
1430,"Wendeng Dong Yang Piston Co., Ltd.",
1431,"Wenzhou Ruili Kormee Automotive Electronic Co., Ltd.�]Formerly Ruian Kormee Automobile Braking Co., Ltd.�^",Ruili
1432,"Wenzhou Ruiming Industrial Co., Ltd.",
1433,Wescast (USA) Inc.,Wescast
1434,Wescast Hungary Autoipari Zrt.,Wescast
1435,Wescast Industries Inc.,Wescast
1436,Wescast Industries Inc. - Stratford,Wescast
1437,Winkelmann Powertrain Components GmbH & Co. KG,
1438,Woco Industrietechnik GmbH,
1439,"Wooshin Industrial Co., Ltd.",
1440,"Woosu AMS Co., Ltd.  (Formerly Woosu Automotive Co., Ltd.)",
1441,"Wuhan Hesheng Automotive Parts Co., Ltd.",
1442,"Wuhan Jin Feng Auto Parts Co., Ltd.",
1443,"Wuhan Tenneco Exhaust System Co., Ltd.",
1444,"Wuhan Youfin Auto Electronic Control System Co., Ltd.",Youfin
1445,"Wuhan Youfin Auto Parts Co., Ltd.",Youfin
1446,"Wuhu Bethel Electronic Control System Co., Ltd.",
1447,"Wuhu Generator Automotive Electrical Systems Co., Ltd.",
1448,"Wuhu Hefeng Clutch Co., Ltd.",
1449,"Wuhu Zhongli Parts Co., Ltd.",
1450,"Wuxi Denso Automotive Products Co., Ltd.",Denso
1451,"Wuxi Honghu Muffler Co., Ltd.",
1452,"Wuxi Huishan Pump Manufacture Co., Ltd.",
1453,"Wuxi MOBIS Automotive Parts Co., Ltd. (MWX)",
1454,"Wuxi Weifu Environmental Catalysts Co., Ltd.",
1455,"Wuxi Weifu Leader Catalytic Converter Co., Ltd.",
1456,"Wuxi Zhongce Shock Absorber Co., Ltd.",
1457,"Xiamen Kaifa Shock Absorber Industry Co., Ltd.",
1458,"Xiangyang SANGO Automotive Parts Co., Ltd.",Sango
1459,"Xixia Feilong Special Casting Co., Ltd. (Formerly Xixia Xibeng Special Casting Co., Ltd.)",Xixia
1460,"Xixia Intake & Exhaust Manifold Co., Ltd.",Xixia
1461,Xtrac Ltd,
1462,"Y-TEC Co., Ltd.",Y TEC
1463,Y-TEC Corporation,Y TEC
1464,"Y-TEC KEYLEX Mexico, S.A. de C.V.",Y TEC
1465,"YS Tech (Thailand) Co., Ltd.",
1466,YSK Corporation,
1467,"YUASA Co., LTD.",
1468,"Yamada Manufacturing Co., Ltd.",Yamada
1469,"Yamada Somboon Co., Ltd.",Yamada
1470,"Yanagawa Seiki Co., Ltd.",Yanagawa
1471,"Yanagawa Techno Forge (Thailand) Co., Ltd.",Yanagawa
1472,"Yancheng Sejong Auto Parts Co., Ltd.",Sejong
1473,"Yantai Huizhong Automotive Chassis Systems Co., Ltd.",
1474,"Yantai Ishikawa Sealing Technology Co.,Ltd.(Formerly Yantai Ishikawa Gasket Co., Ltd.)",
1475,"Yizheng Engley Auto Parts Manufacturing Co., Ltd.",
1476,"Yorozu Automotive Tennessee, Inc.",Yorozu
1477,"Yorozu JBM Automotive Tamil Nadu Pvt., Ltd.",Yorozu
1478,"Yoshiwa Kogyo Co., Ltd.",
1479,"Youngshin Automotive India PVT., Ltd.",
1480,"Yuhuan Dahong Auto Steering Pump Parts Co., Ltd.",
1481,"Yuhuan Jiaheng Machinery Co., Ltd.",
1482,"Yuhuan Zhonghang Mechanism Co., Ltd.",
1483,"Yungjin Co., Ltd.",
1484,Yutaka Autoparts India Pvt. Ltd.,Yutaka
1485,"Yutaka Giken Co., Ltd.",Yutaka
1486,"Yutaka Giken Co., Ltd. - Ranzan Plant",Yutaka
1487,Yutaka Technologies de Mexico S.A. de C.V.,Yutaka
1488,Yuyao Gongchuang Brake Components Factory,
1489,ZF Active Safety And Electronics US LLC (Formerly TRW Automotive),ZF
1490,ZF Active Safety GmbH,ZF
1491,ZF Active Safety US Inc. - Fowlerville Plant,ZF
1492,ZF Automotive Canada Limited - St. Tillsonburg (Formerly TRW Canada Limited - St. Tillsonburg),ZF
1493,ZF Automotive Czech s.r.o. (Formerly TRW Automotive Czech s.r.o.),ZF
1494,"ZF Automotive Systems (Shanghai) Co., Ltd. (Formerly TRW Automotive Components (Shanghai) Co., Ltd.)",ZF
1495,"ZF Automotive Systems (Shanghai) Co., Ltd. - Wuhan Branch (Formerly TRW Automotive Components (Shanghai) Co., Ltd. Wuhan Branch)",ZF
1496,"ZF Automotive Technologies (Zhangjiagang) Co., Ltd. (Formerly TRW Automotive Safety Technology (Zhangjiagang) Co., Ltd.)",ZF
1497,"ZF Automotive Technologies�]Shanghai) Co., Ltd. (Formerly TRW Automotive Technology (Shanghai) Co., Ltd.)",ZF
1498,ZF Automotive UK Limited - Pontypool (Formerly TRW Limited - Pontypool),ZF
1499,ZF Boutheon S. A.,ZF
1500,ZF CV Systems Global GmbH (Formerly WABCO Global GmbH),ZF
1501,"ZF Chassistech Commercial Vehicles (Shanghai) Co., Ltd.",ZF
1502,"ZF Electrified Powertrain Technologies (Hangzhou) Co., Ltd. (Formerly ZF Drivetech (Hangzhou) Co., Ltd.)",ZF
1503,ZF Friedrichshafen AG,ZF
1504,"ZF Gainesville, LLC (Formerly ZF Industries, Inc.)",ZF
1505,ZF Group (China),ZF
1506,ZF India Pvt. Ltd.,ZF
1507,ZF Italia S.r.l.,ZF
1508,"ZF Japan Co., Ltd.",ZF
1509,"ZF Lemforder Automotive Systems (Shenyang) Co., Ltd.",ZF
1510,ZF North America Inc.,ZF
1511,"ZF Powertrain System (Beijing) Co., Ltd.",ZF
1512,ZF Sachs Espana S.A.,ZF
1513,"ZF Sachs Korea Co., Ltd.",ZF
1514,ZF Sachs Suspansiyon Sistemleri Sanayi ve Ticaret A.S,ZF
1515,ZF Services South Africa (Pty) Ltd.,ZF
1516,ZF Slovakia as - ?ahy,ZF
1517,"ZF Suspension Technology Guadalajara, S.A. de C.V.",ZF
1518,"ZF Transmissions Gray Court, LLC",ZF
1519,"ZF Transmissions Shanghai Co., Ltd.",ZF
1520,ZF do Brasil Ltda. - Piraporinha,ZF
1521,Zen S.A.,
1522,"Zf Automotive Components & Systems (Shanghai) Co., Ltd. (Formerly Sachs Automotive Components & Systems Shanghai Co., Ltd.)",ZF
1523,"Zhangjiakou Mingxiang Auto Parts Co., Ltd.",
1524,"Zhanjiang DENI Vehicle Parts Co., Ltd.",
1525,"Zhaoqing Honda Foundry Co., Ltd.",
1526,"Zhejiang Aisin-Hongda Automobile Parts Co., Ltd.",
1527,"Zhejiang Asia-Pacific Mechanical & Electronic Co., Ltd.",
1528,"Zhejiang Bondlye Environmental Technology Co., Ltd.",
1529,"Zhejiang Dafeng Automobile Technology Co., Ltd.",
1530,"Zhejiang Double Gold Stable Rod Manufacturing Co., Ltd.",
1531,"Zhejiang Geely Passenger Vehicle Co., Ltd. (Formerly Zhejiang Fulin Guorun Automotive Parts Co., Ltd.)",
1532,"Zhejiang Meili High Technology Co., Ltd.",
1533,"Zhejiang Motorbacs Technology Co., Ltd. (Formerly Zhejiang Motorbacs Autoparts Co., Ltd.)",
1534,"Zhejiang Qibo Machinery Co., Ltd.",
1535,Zhejiang Roadtamer Auto Parts Inc.,
1536,"Zhejiang Sanhua Automotive Components Co., Ltd.",
1537,"Zhejiang Shuangli Automobile Intelligent Technology Co., Ltd.",
1538,"Zhejiang Tion Vanly Tech. Co., Ltd. (Formerly Zhejiang Taihong Machinery & Electronics Co., Ltd.)",
1539,"Zhejiang Vie Science & Technology Co., Ltd.",
1540,"Zhejiang Wan 'an Zhiyu Automobile Control System Co., Ltd.(Formerly Zhejiang Zhuji Wanbao Machinery Co., Ltd.)",
1541,"Zhejiang Wanxiang Marelli Absorber Co., Ltd.",
1542,"Zhejiang Wanxiang Precision Industry Co., Ltd. (Formerly Zhejiang Wanxiang Automobile Bearing Co., Ltd.)",
1543,"Zhejiang Xuanfu Automatic Transmission Co., Ltd.",
1544,"Zhejiang Zhixuanxing Automotive Components Co., Ltd.",
1545,"Zhejiang Zhiyou Automobile Technology Co., Ltd.",
1546,"Zhejiang Zomax Transmission Co., Ltd.",
1547,"Zhengtiang Automobile Brake Manufacturing Co., Ltd.",
1548,Zhengzhou Nissan,
1549,"Zhuhai Glory Friction Material Co., Ltd.",
1550,"Ziyang Yuexing Automotive Parts Manufacturing Co., Ltd.",
1551,ebm-papst Mulfingen GmbH & Co. KG,
1552,iwis mobility systems GmbH & Co. KG (Formerly iwis motorsysteme GmbH & Co. KG),
1553,s. n. o. p. cz a.s. - P?sek,
1554,thyssenKrupp Automotive Systemes France S.A.R.L.,thyssenkrupp
1555,"thyssenKrupp Engine Components (China) Co., Ltd.",thyssenkrupp
1556,"thyssenKrupp Presta (Shanghai) Co., Ltd.",thyssenkrupp
1557,"thyssenKrupp Presta Dalian Co., Ltd.",thyssenkrupp
1558,thyssenkrupp AG (Formerly ThyssenKrupp AG),thyssenKrupp
1559,thyssenkrupp Automotive Systems GmbH,thyssenkrupp
1560,"thyssenkrupp Automotive Systems of America, LLC",thyssenkrupp
1561,thyssenkrupp Bilstein GmbH,thyssenkrupp
1562,thyssenkrupp Bilstein S.A.,thyssenkrupp
1563,thyssenkrupp Bilstein of America Inc.,thyssenkrupp
1564,"thyssenkrupp Components Technology de M?xico, S.A. de C.V.",thyssenkrupp
1565,thyssenkrupp Components Technology de Mexico S.A. de C.V. - SLP,thyssenkrupp
1566,thyssenkrupp Crankshaft Co. LLC,thyssenkrupp
1567,"thyssenkrupp Dynamic Components Changzhou Ltd. (Formerly thyssenKrupp Engine Systems (Changzhou) Co., Ltd.)",thyssenkrupp
1568,thyssenkrupp Gerlach GmbH,thyssenkrupp
1569,thyssenkrupp Materials Austria GmbH,thyssenkrupp
1570,thyssenkrupp Materials Services GmbH,thyssenkrupp
1571,thyssenkrupp Presta AG,thyssenkrupp
1572,"thyssenkrupp Presta Danville, LLC",thyssenkrupp
1573,"thyssenkrupp Presta Huizhong Shanghai Co., Ltd.",thyssenKrupp
1574,thyssenkrupp Presta Ilsenburg GmbH,thyssenkrupp
1575,"thyssenkrupp Springs and Stabilizers (Pinghu) Co., Ltd.",thyssenkrupp
1576,voestalpine AG,
