maker_id,maker_name,year,maker_group
1627,Volvo Trucks,2024,Volvo Trucks Group
1628,WM Motor,2019,Small and Medium OEM
1629,WM Motor,2020,Small and Medium OEM
1630,WM Motor,2021,Small and Medium OEM
1631,WM Motor,2022,Small and Medium OEM
1632,Weichai (Chongqing),2014,Small and Medium OEM
1633,Weichai (Chongqing),2016,Small and Medium OEM
1634,Weichai (Chongqing),2017,Small and Medium OEM
1635,Weichai (Chongqing),2018,Small and Medium OEM
1636,Weichai (Chongqing),2019,Small and Medium OEM
1637,Weichai (Chongqing),2020,Small and Medium OEM
1638,Wrightbus,2024,Small and Medium OEM
1639,Xiaomi,2024,Small and Medium OEM
1640,Xiaomi,2025,Small and Medium OEM
1641,Xpeng,2017,Xpeng
1642,Xpeng,2021,Xpeng
1643,Xpeng,2022,Xpeng
1644,Xpeng,2023,Xpeng
1645,Xpeng,2024,Xpeng
1646,Xpeng,2025,Xpeng
1647,Yema,2015,Small and Medium OEM
1648,Yema,2016,Small and Medium OEM
1649,Yema,2017,Small and Medium OEM
1650,Yema,2018,Small and Medium OEM
1651,Yema,2019,Small and Medium OEM
1652,Yema,2020,Small and Medium OEM
1653,Yema,2021,Small and Medium OEM
1654,Yudo New Energy,2018,FJMG
1655,Yudo New Energy,2019,FJMG
1656,Yudo New Energy,2021,FJMG
1657,Yueda Kia,2023,Small and Medium OEM
1658,Yueda Kia,2024,Small and Medium OEM
1659,Yulon,2020,Yulon Group
1660,Yulon,2024,Yulon Group
1661,ZEDRIV,2020,Small and Medium OEM
1662,Zhejiang Youngman Passenger Car,2014,Small and Medium OEM
1663,Zhejiang Youngman Passenger Car,2016,Small and Medium OEM
1664,Zhejiang Youngman Passenger Car,2018,Small and Medium OEM
1665,Zhengzhou Nissan,2012,Dongfeng
1666,Zhengzhou Nissan,2013,Dongfeng
1667,Zhengzhou Nissan,2014,Dongfeng
1668,Zhengzhou Nissan,2015,Dongfeng
1669,Zhengzhou Nissan,2016,Dongfeng
1670,Zhengzhou Nissan,2017,Dongfeng
1671,Zhengzhou Nissan,2018,Dongfeng
1672,Zhengzhou Nissan,2019,Dongfeng
1673,Zhengzhou Nissan,2020,Dongfeng
1674,Zhengzhou Nissan,2021,Dongfeng
1675,Zhengzhou Nissan,2022,Dongfeng
1676,Zhengzhou Nissan,2023,Dongfeng
1677,Zhengzhou Nissan,2024,Dongfeng
1678,Zhido,2017,Small and Medium OEM
1679,Zhido,2018,Small and Medium OEM
1680,Zhido,2024,Small and Medium OEM
1681,Zhongxing,2014,Small and Medium OEM
1682,Zhongxing,2015,Small and Medium OEM
1683,Zhongxing,2019,Small and Medium OEM
1684,Zhongxing,2020,Small and Medium OEM
1685,Zotye,2013,Zotye Holding Group
1686,Zotye,2014,Zotye Holding Group
1687,Zotye,2015,Zotye Holding Group
1688,Zotye,2016,Zotye Holding Group
1689,Zotye,2017,Zotye Holding Group
1690,Zotye,2018,Zotye Holding Group
1691,Zotye,2019,Zotye Holding Group
1692,Zotye,2020,Zotye Holding Group
1693,smart,2011,Daimler Group
1694,smart,2012,Daimler Group
1695,smart,2014,Daimler Group
1696,smart,2016,Daimler Group
1697,smart,2017,Daimler Group
1698,smart,2018,Daimler Group
1699,smart,2019,Daimler Group
1700,smart,2020,Daimler Group
1701,smart,2023,Mercedes-Benz Group
1702,smart,2024,Mercedes-Benz Group
