Region,Maker,Model,Model year,Supplier
China,SAIC GM,Chevrolet Cruze (FF) (China),2014,"Shanghai Huizhong Automotive Manufacturing Co., Ltd."
China,SAIC GM,Chevrolet Cruze (FF) (China),2014,"Yantai Huizhong Automotive Chassis Systems Co., Ltd."
China,SAIC GM Wuling,Baojun 630 (FF) (China),2014,"Shanghai Huizhong Automotive Manufacturing Co., Ltd."
China,SAIC Passenger Vehicle,Roewe 350 (China),2014,"Shanghai Huizhong Automotive Manufacturing Co., Ltd."
China,SAIC Passenger Vehicle,Roewe 550 (China),2014,"Shanghai Huizhong Automotive Manufacturing Co., Ltd."
China,SAIC Passenger Vehicle,Roewe 750 (China),2014,"Shanghai Huizhong Automotive Manufacturing Co., Ltd."
China,SAIC Passenger Vehicle,MG MG3 (FF) (China),2014,"Shanghai Huizhong Automotive Manufacturing Co., Ltd."
China,Shanghai GM,Chevrolet Aveo (China),2014,"Yantai Huizhong Automotive Chassis Systems Co., Ltd."
China,Shanghai GM,Buick Encore (FF) (China),2014,"Yantai Huizhong Automotive Chassis Systems Co., Ltd."
China,Shanghai GM,Chevrolet Epica (China),2014,"Yantai Huizhong Automotive Chassis Systems Co., Ltd."
China,Shanghai GM,Buick Excelle GT (FF) (China),2014,"Shanghai Huizhong Automotive Manufacturing Co., Ltd."
China,Shanghai GM,Buick Excelle GT (FF) (China),2014,"Yantai Huizhong Automotive Chassis Systems Co., Ltd."
China,Shanghai GM,Buick Excelle XT (FF) (China),2014,"Shanghai Huizhong Automotive Manufacturing Co., Ltd."
China,Shanghai GM,Buick Excelle XT (FF) (China),2014,"Yantai Huizhong Automotive Chassis Systems Co., Ltd."
China,Shanghai GM,Buick GL8 (FF) (China),2014,"Yantai Huizhong Automotive Chassis Systems Co., Ltd."
China,Shanghai GM,Buick LaCrosse (FF) (China),2014,"Shanghai Huizhong Automotive Manufacturing Co., Ltd."
China,Shanghai GM,Chevrolet Malibu (China),2014,"Shanghai Huizhong Automotive Manufacturing Co., Ltd."
China,Shanghai GM,Buick Park Avenue (China),2014,"Shanghai Huizhong Automotive Manufacturing Co., Ltd."
China,Shanghai GM,Chevrolet Sail (China),2014,"Shanghai Huizhong Automotive Manufacturing Co., Ltd."
China,Shanghai GM,Chevrolet Sail (China),2014,"Yantai Huizhong Automotive Chassis Systems Co., Ltd."
China,Shanghai Volkswagen,Skoda Fabia (FF) (China),2014,"Shanghai Huizhong Automotive Manufacturing Co., Ltd."
China,Shanghai Volkswagen,Volkswagen Lavida (FF) (China),2014,"Shanghai Huizhong Automotive Manufacturing Co., Ltd."
China,Shanghai Volkswagen,Skoda Octavia (FF) (China),2014,"Shanghai Huizhong Automotive Manufacturing Co., Ltd."
China,Shanghai Volkswagen,Volkswagen Passat (FF) (China),2014,"Shanghai Huizhong Automotive Manufacturing Co., Ltd."
